OrderID,BuyerID,SellerID,Price,Discount,OrderDate,Category
O3422,B2378,S1022,1956.83,0.21,2025-01-06,Beauty
O3423,B2426,S1007,1608.25,0.26,2024-11-12,Electronics
O3424,B2492,S1017,1352.9,0.04,2025-07-08,Grocery
O3425,B2020,S1011,1197.83,0.26,2025-04-30,Electronics
O3426,B2406,S1030,1745.59,0.18,2025-07-11,Electronics
O3427,B2106,S1013,649.94,0.04,2024-08-10,Fashion
O3428,B2335,S1033,988.59,0.13,2024-07-16,Home & Kitchen
O3429,B2302,S1017,1276.84,0.05,2025-01-06,Grocery
O3430,B2116,S1033,881.26,0.21,2025-03-11,Home & Kitchen
O3431,B2123,S1010,912.22,0.23,2025-02-16,Beauty
O3432,B2398,S1040,727.54,0.03,2024-08-20,Beauty
O3433,B2280,S1011,1172.04,0.15,2024-08-10,Electronics
O3434,B2291,S1048,1716.09,0.24,2025-02-06,Fashion
O3435,B2202,S1014,482.9,0.28,2024-10-03,Beauty
O3436,B2050,S1030,1875.42,0.15,2025-01-25,Electronics
O3437,B2270,S1048,1409.27,0.29,2024-10-23,Fashion
O3438,B2323,S1028,1664.22,0.16,2024-09-02,Beauty
O3439,B2276,S1025,1156.76,0.12,2025-07-10,Electronics
O3440,B2140,S1017,1581.08,0.25,2024-11-25,Grocery
O3441,B2469,S1031,130.78,0.15,2025-06-20,Beauty
O3442,B2274,S1021,1654.92,0.14,2024-08-08,Grocery
O3443,B2289,S1037,176.26,0.15,2025-06-19,Grocery
O3444,B2333,S1016,1790.84,0.25,2024-10-15,Beauty
O3445,B2380,S1022,1984.73,0.25,2024-12-03,Beauty
O3446,B2451,S1023,658.73,0.12,2024-10-31,Home & Kitchen
O3447,B2495,S1049,499.61,0.1,2024-09-12,Beauty
O3448,B2372,S1007,1554.19,0.15,2024-12-30,Electronics
O3449,B2051,S1040,580.75,0.17,2025-06-01,Beauty
O3450,B2493,S1005,1744.57,0.07,2025-02-08,Fashion
O3451,B2026,S1004,295.4,0.24,2025-04-12,Grocery
O3452,B2156,S1043,339.31,0.15,2024-11-07,Fashion
O3453,B2238,S1028,1960.39,0.1,2025-03-07,Beauty
O3454,B2155,S1027,1380.29,0.03,2025-05-22,Fashion
O3455,B2290,S1010,1709.09,0.07,2025-03-23,Beauty
O3456,B2135,S1000,716.23,0.28,2025-02-03,Beauty
O3457,B2143,S1042,1385.32,0.09,2024-07-16,Beauty
O3458,B2105,S1018,1229.06,0.05,2025-03-29,Home & Kitchen
O3459,B2419,S1008,1245.99,0.14,2025-05-26,Electronics
O3460,B2157,S1026,1396.81,0.09,2025-02-13,Electronics
O3461,B2145,S1033,1193.18,0.01,2024-11-06,Home & Kitchen
O3462,B2001,S1043,915.22,0.1,2025-07-09,Fashion
O3463,B2432,S1003,624.25,0.16,2025-03-27,Grocery
O3464,B2076,S1035,1560.3,0.17,2024-08-22,Grocery
O3465,B2131,S1017,529.92,0.11,2025-07-12,Grocery
O3466,B2089,S1014,1415.47,0.13,2025-06-19,Beauty
O3467,B2344,S1012,543.33,0.29,2024-09-03,Grocery
O3468,B2349,S1018,1288.13,0.11,2024-10-23,Home & Kitchen
O3469,B2458,S1048,1519.45,0.08,2024-08-26,Fashion
O3470,B2262,S1005,515.56,0.07,2025-06-23,Fashion
O3471,B2350,S1047,213.89,0.14,2024-08-23,Grocery
O3472,B2107,S1011,348.85,0.23,2025-04-27,Electronics
O3473,B2073,S1036,1251.39,0.06,2025-02-12,Electronics
O3474,B2038,S1016,1713.95,0.21,2024-09-11,Beauty
O3475,B2396,S1022,185.49,0.01,2024-10-26,Beauty
O3476,B2158,S1025,1494.89,0.13,2024-10-30,Electronics
O3477,B2070,S1028,748.51,0.23,2025-03-04,Beauty
O3478,B2446,S1032,1009.2,0.1,2024-10-02,Beauty
O3479,B2311,S1026,1864.83,0.17,2025-04-17,Electronics
O3480,B2240,S1024,730.75,0.06,2024-11-23,Home & Kitchen
O3481,B2425,S1009,984.14,0.22,2024-09-30,Grocery
O3482,B2444,S1046,126.0,0.02,2025-04-05,Fashion
O3483,B2297,S1022,255.04,0.26,2025-03-16,Beauty
O3484,B2439,S1020,591.32,0.06,2025-06-09,Fashion
O3485,B2035,S1020,152.92,0.26,2024-10-23,Fashion
O3486,B2083,S1042,1299.61,0.11,2025-01-25,Beauty
O3487,B2451,S1012,910.16,0.22,2025-01-18,Grocery
O3488,B2373,S1036,1141.48,0.1,2024-10-18,Electronics
O3489,B2262,S1032,431.83,0.27,2025-06-29,Beauty
O3490,B2309,S1023,662.27,0.04,2025-06-30,Home & Kitchen
O3491,B2384,S1043,1361.27,0.05,2025-06-06,Fashion
O3492,B2171,S1010,1934.08,0.15,2024-08-01,Beauty
O3493,B2375,S1016,195.79,0.02,2024-08-17,Beauty
O3494,B2172,S1003,1791.73,0.06,2025-03-16,Grocery
O3495,B2361,S1046,1196.07,0.28,2024-12-24,Fashion
O3496,B2046,S1024,1171.45,0.29,2025-05-31,Home & Kitchen
O3497,B2378,S1029,1050.53,0.11,2024-10-28,Beauty
O3498,B2140,S1008,231.85,0.28,2024-07-30,Electronics
O3499,B2374,S1020,270.77,0.16,2024-07-14,Fashion
O3500,B2405,S1019,1241.73,0.08,2024-11-19,Beauty
O3501,B2117,S1018,747.82,0.21,2025-05-08,Home & Kitchen
O3502,B2276,S1018,1842.81,0.2,2024-09-01,Home & Kitchen
O3503,B2213,S1011,872.52,0.3,2025-03-17,Electronics
O3504,B2219,S1036,372.23,0.08,2024-10-22,Electronics
O3505,B2392,S1041,1457.97,0.2,2024-09-13,Home & Kitchen
O3506,B2025,S1016,657.37,0.02,2025-04-26,Beauty
O3507,B2008,S1036,1098.39,0.03,2024-12-31,Electronics
O3508,B2270,S1047,1425.88,0.0,2025-02-12,Grocery
O3509,B2009,S1038,1810.5,0.3,2025-04-13,Home & Kitchen
O3510,B2471,S1027,1605.16,0.24,2024-12-26,Fashion
O3511,B2377,S1040,1385.09,0.24,2025-02-15,Beauty
O3512,B2120,S1034,1391.3,0.15,2024-07-16,Electronics
O3513,B2124,S1046,1897.26,0.09,2024-08-25,Fashion
O3514,B2169,S1047,662.07,0.05,2024-08-11,Grocery
O3515,B2071,S1017,102.11,0.09,2025-06-20,Grocery
O3516,B2151,S1013,616.71,0.11,2025-04-07,Fashion
O3517,B2207,S1034,513.99,0.23,2025-06-29,Electronics
O3518,B2048,S1043,1357.49,0.16,2024-09-08,Fashion
O3519,B2153,S1040,1304.05,0.02,2025-02-09,Beauty
O3520,B2346,S1006,1227.58,0.01,2024-07-26,Electronics
O3521,B2292,S1040,130.86,0.03,2025-06-02,Beauty
O3522,B2067,S1012,1484.68,0.12,2024-12-03,Grocery
O3523,B2049,S1017,714.71,0.28,2025-02-24,Grocery
O3524,B2151,S1036,1363.61,0.19,2025-02-12,Electronics
O3525,B2018,S1012,1157.5,0.24,2024-09-08,Grocery
O3526,B2099,S1035,751.19,0.14,2024-12-26,Grocery
O3527,B2059,S1030,355.69,0.11,2024-08-31,Electronics
O3528,B2166,S1001,279.4,0.03,2024-07-29,Grocery
O3529,B2201,S1015,1679.88,0.26,2024-11-09,Fashion
O3530,B2344,S1008,1844.96,0.23,2024-12-01,Electronics
O3531,B2145,S1008,1334.6,0.05,2025-06-27,Electronics
O3532,B2402,S1037,296.52,0.15,2025-07-10,Grocery
O3533,B2163,S1010,863.85,0.15,2025-05-18,Beauty
O3534,B2457,S1021,1484.98,0.19,2025-06-12,Grocery
O3535,B2480,S1032,1581.66,0.28,2024-07-28,Beauty
O3536,B2438,S1035,324.62,0.17,2025-06-27,Grocery
O3537,B2241,S1044,100.06,0.16,2024-11-28,Fashion
O3538,B2068,S1022,1453.06,0.02,2024-10-02,Beauty
O3539,B2174,S1044,777.53,0.02,2025-04-03,Fashion
O3540,B2048,S1044,583.51,0.06,2024-10-17,Fashion
O3541,B2482,S1033,124.51,0.01,2025-03-29,Home & Kitchen
O3542,B2107,S1008,1126.57,0.22,2024-08-21,Electronics
O3543,B2225,S1023,1717.19,0.22,2024-11-27,Home & Kitchen
O3544,B2160,S1007,1919.5,0.04,2025-05-11,Electronics
O3545,B2118,S1006,1174.92,0.25,2025-02-15,Electronics
O3546,B2148,S1035,1077.48,0.05,2025-06-21,Grocery
O3547,B2464,S1017,261.61,0.09,2025-06-17,Grocery
O3548,B2149,S1002,1142.86,0.07,2024-12-17,Electronics
O3549,B2431,S1027,821.96,0.11,2025-03-11,Fashion
O3550,B2292,S1005,1253.56,0.08,2025-04-30,Fashion
O3551,B2142,S1043,838.58,0.15,2024-09-11,Fashion
O3552,B2418,S1043,556.57,0.12,2025-07-07,Fashion
O3553,B2475,S1020,280.43,0.3,2025-07-09,Fashion
O3554,B2454,S1027,698.35,0.02,2024-10-12,Fashion
O3555,B2159,S1039,283.63,0.04,2025-06-13,Fashion
O3556,B2010,S1000,436.1,0.02,2024-09-14,Beauty
O3557,B2137,S1035,1975.94,0.19,2025-05-19,Grocery
O3558,B2456,S1020,943.8,0.02,2025-05-23,Fashion
O3559,B2077,S1042,1110.56,0.25,2024-09-19,Beauty
O3560,B2076,S1034,1759.88,0.15,2025-06-20,Electronics
O3561,B2440,S1012,1991.58,0.16,2024-12-20,Grocery
O3562,B2253,S1048,1207.16,0.17,2024-07-22,Fashion
O3563,B2408,S1009,1643.7,0.05,2024-09-20,Grocery
O3564,B2257,S1043,721.19,0.06,2025-04-25,Fashion
O3565,B2319,S1046,680.91,0.1,2025-07-07,Fashion
O3566,B2290,S1009,865.14,0.18,2024-11-19,Grocery
O3567,B2262,S1045,1377.76,0.06,2025-05-12,Home & Kitchen
O3568,B2084,S1012,1396.16,0.03,2025-07-09,Grocery
O3569,B2145,S1036,698.95,0.29,2024-12-19,Electronics
O3570,B2322,S1037,353.1,0.01,2025-05-20,Grocery
O3571,B2041,S1023,1301.55,0.24,2025-03-30,Home & Kitchen
O3572,B2373,S1001,343.82,0.24,2025-06-13,Grocery
O3573,B2124,S1021,1199.14,0.09,2025-04-24,Grocery
O3574,B2166,S1016,1417.5,0.04,2025-05-23,Beauty
O3575,B2424,S1035,1431.16,0.04,2024-10-17,Grocery
O3576,B2240,S1013,1531.6,0.21,2024-10-24,Fashion
O3577,B2458,S1009,1758.43,0.19,2024-09-12,Grocery
O3578,B2486,S1034,1049.92,0.23,2025-05-14,Electronics
O3579,B2279,S1024,1487.47,0.28,2025-04-11,Home & Kitchen
O3580,B2187,S1002,1276.43,0.21,2024-08-23,Electronics
O3581,B2301,S1046,454.62,0.05,2024-12-08,Fashion
O3582,B2018,S1037,148.81,0.07,2025-06-16,Grocery
O3583,B2067,S1016,640.63,0.25,2024-07-28,Beauty
O3584,B2217,S1011,941.76,0.06,2025-06-11,Electronics
O3585,B2101,S1023,1272.5,0.02,2025-01-11,Home & Kitchen
O3586,B2041,S1028,1714.92,0.21,2024-10-07,Beauty
O3587,B2287,S1042,472.87,0.12,2024-09-28,Beauty
O3588,B2166,S1024,338.54,0.28,2025-05-26,Home & Kitchen
O3589,B2108,S1035,1930.61,0.2,2025-07-04,Grocery
O3590,B2493,S1025,305.28,0.03,2025-01-07,Electronics
O3591,B2035,S1037,1009.13,0.28,2024-11-25,Grocery
O3592,B2231,S1000,1212.57,0.08,2024-11-08,Beauty
O3593,B2228,S1019,1128.61,0.1,2025-05-27,Beauty
O3594,B2352,S1027,263.46,0.12,2025-05-17,Fashion
O3595,B2163,S1015,208.35,0.02,2025-06-16,Fashion
O3596,B2386,S1046,300.42,0.15,2024-10-09,Fashion
O3597,B2072,S1016,1212.62,0.04,2024-10-07,Beauty
O3598,B2135,S1039,1134.26,0.12,2024-07-22,Fashion
O3599,B2352,S1027,544.11,0.11,2025-03-26,Fashion
O3600,B2378,S1011,1311.77,0.23,2024-09-26,Electronics
O3601,B2069,S1026,1658.13,0.24,2024-12-14,Electronics
O3602,B2424,S1041,179.0,0.05,2024-11-17,Home & Kitchen
O3603,B2486,S1046,1046.45,0.11,2024-10-29,Fashion
O3604,B2195,S1029,1409.69,0.11,2025-06-13,Beauty
O3605,B2268,S1040,579.39,0.05,2024-08-08,Beauty
O3606,B2048,S1033,684.76,0.24,2025-05-09,Home & Kitchen
O3607,B2315,S1036,1265.91,0.21,2024-10-29,Electronics
O3608,B2129,S1005,1806.08,0.06,2024-11-26,Fashion
O3609,B2443,S1006,1638.86,0.11,2025-03-19,Electronics
O3610,B2004,S1031,1207.95,0.03,2025-01-26,Beauty
O3611,B2427,S1031,1487.42,0.19,2024-12-15,Beauty
O3612,B2026,S1024,793.16,0.04,2025-04-02,Home & Kitchen
O3613,B2159,S1032,1317.83,0.3,2025-06-05,Beauty
O3614,B2148,S1006,985.75,0.23,2025-02-06,Electronics
O3615,B2263,S1011,460.88,0.12,2024-11-18,Electronics
O3616,B2229,S1015,1433.3,0.17,2025-07-12,Fashion
O3617,B2199,S1015,1157.28,0.27,2024-07-23,Fashion
O3618,B2049,S1042,781.38,0.17,2024-08-26,Beauty
O3619,B2066,S1035,1831.54,0.05,2025-06-18,Grocery
O3620,B2299,S1012,139.77,0.11,2024-10-22,Grocery
O3621,B2380,S1006,699.97,0.25,2024-09-20,Electronics
O3622,B2057,S1035,208.07,0.19,2025-02-23,Grocery
O3623,B2258,S1046,1556.4,0.2,2024-10-24,Fashion
O3624,B2341,S1008,1434.0,0.26,2024-07-27,Electronics
O3625,B2325,S1031,729.57,0.27,2024-08-24,Beauty
O3626,B2129,S1010,1383.76,0.28,2025-03-01,Beauty
O3627,B2214,S1007,852.28,0.03,2024-12-28,Electronics
O3628,B2171,S1032,1536.88,0.16,2024-11-24,Beauty
O3629,B2257,S1022,962.95,0.22,2025-04-21,Beauty
O3630,B2101,S1024,883.33,0.23,2025-05-14,Home & Kitchen
O3631,B2208,S1007,1875.99,0.18,2024-11-11,Electronics
O3632,B2290,S1044,576.67,0.05,2024-12-29,Fashion
O3633,B2353,S1021,328.85,0.24,2025-03-05,Grocery
O3634,B2470,S1003,1210.63,0.22,2025-01-27,Grocery
O3635,B2285,S1039,1941.71,0.03,2024-08-26,Fashion
O3636,B2115,S1002,817.89,0.14,2024-12-09,Electronics
O3637,B2263,S1028,217.87,0.05,2025-06-27,Beauty
O3638,B2149,S1040,744.68,0.1,2025-02-21,Beauty
O3639,B2299,S1028,1061.27,0.01,2024-09-24,Beauty
O3640,B2441,S1033,407.65,0.12,2024-10-19,Home & Kitchen
O3641,B2035,S1033,1350.39,0.16,2024-07-30,Home & Kitchen
O3642,B2452,S1027,1995.72,0.19,2025-04-14,Fashion
O3643,B2332,S1012,958.31,0.2,2024-12-29,Grocery
O3644,B2476,S1014,773.98,0.25,2024-07-13,Beauty
O3645,B2286,S1022,861.34,0.06,2025-01-30,Beauty
O3646,B2302,S1043,318.78,0.04,2025-07-07,Fashion
O3647,B2310,S1025,1778.22,0.26,2025-05-22,Electronics
O3648,B2207,S1003,888.17,0.05,2025-02-07,Grocery
O3649,B2105,S1025,835.82,0.29,2025-04-05,Electronics
O3650,B2445,S1039,1353.41,0.25,2025-04-18,Fashion
O3651,B2157,S1008,939.86,0.15,2025-07-13,Electronics
O3652,B2120,S1004,1331.64,0.29,2025-04-27,Grocery
O3653,B2054,S1031,216.75,0.03,2025-04-25,Beauty
O3654,B2399,S1019,1646.07,0.09,2025-03-30,Beauty
O3655,B2011,S1049,1886.96,0.19,2024-09-27,Beauty
O3656,B2144,S1010,1332.65,0.11,2024-12-01,Beauty
O3657,B2399,S1014,1913.68,0.28,2024-12-27,Beauty
O3658,B2395,S1031,387.72,0.02,2024-08-09,Beauty
O3659,B2135,S1027,1007.09,0.16,2025-03-27,Fashion
O3660,B2467,S1021,1243.43,0.18,2025-07-05,Grocery
O3661,B2002,S1040,1205.3,0.2,2024-11-18,Beauty
O3662,B2143,S1016,862.78,0.08,2025-03-12,Beauty
O3663,B2029,S1025,742.36,0.11,2024-11-11,Electronics
O3664,B2236,S1043,340.97,0.25,2025-03-27,Fashion
O3665,B2278,S1006,844.31,0.06,2025-06-07,Electronics
O3666,B2347,S1041,409.06,0.25,2024-08-30,Home & Kitchen
O3667,B2114,S1025,1495.29,0.17,2025-04-18,Electronics
O3668,B2103,S1024,496.78,0.23,2025-06-27,Home & Kitchen
O3669,B2117,S1009,211.27,0.21,2024-11-06,Grocery
O3670,B2004,S1044,1149.5,0.06,2025-01-25,Fashion
O3671,B2467,S1018,1230.94,0.17,2024-11-10,Home & Kitchen
O3672,B2359,S1010,1756.63,0.26,2025-03-28,Beauty
O3673,B2247,S1012,1196.27,0.13,2024-12-18,Grocery
O3674,B2363,S1007,756.41,0.29,2024-11-16,Electronics
O3675,B2320,S1039,1625.72,0.14,2024-12-16,Fashion
O3676,B2120,S1003,1126.53,0.04,2025-04-09,Grocery
O3677,B2285,S1046,250.63,0.12,2024-11-04,Fashion
O3678,B2148,S1030,1175.12,0.29,2025-02-13,Electronics
O3679,B2083,S1027,1825.24,0.1,2024-08-31,Fashion
O3680,B2453,S1010,852.99,0.26,2024-09-25,Beauty
O3681,B2405,S1042,663.02,0.26,2024-12-23,Beauty
O3682,B2465,S1000,372.59,0.11,2025-03-28,Beauty
O3683,B2455,S1048,387.75,0.02,2025-07-13,Fashion
O3684,B2230,S1046,922.27,0.22,2024-12-07,Fashion
O3685,B2287,S1037,1231.79,0.09,2025-04-02,Grocery
O3686,B2160,S1023,253.17,0.23,2025-04-29,Home & Kitchen
O3687,B2271,S1046,1885.18,0.13,2025-06-28,Fashion
O3688,B2459,S1030,1534.75,0.15,2024-09-18,Electronics
O3689,B2037,S1040,1214.59,0.23,2025-03-09,Beauty
O3690,B2499,S1045,1674.03,0.11,2025-02-19,Home & Kitchen
O3691,B2225,S1049,252.35,0.13,2024-11-06,Beauty
O3692,B2141,S1025,1005.99,0.11,2024-12-17,Electronics
O3693,B2291,S1048,1297.18,0.11,2025-02-10,Fashion
O3694,B2480,S1049,1674.44,0.16,2025-06-01,Beauty
O3695,B2150,S1004,1588.59,0.24,2024-07-13,Grocery
O3696,B2113,S1019,626.43,0.11,2024-11-08,Beauty
O3697,B2236,S1040,1887.67,0.16,2024-11-01,Beauty
O3698,B2065,S1010,336.26,0.2,2024-10-02,Beauty
O3699,B2360,S1032,1762.75,0.08,2024-12-26,Beauty
O3700,B2340,S1049,1944.79,0.08,2025-05-14,Beauty
O3701,B2257,S1037,436.59,0.28,2025-02-23,Grocery
O3702,B2474,S1026,1471.93,0.22,2025-03-05,Electronics
O3703,B2248,S1033,176.54,0.17,2025-03-24,Home & Kitchen
O3704,B2456,S1014,870.3,0.19,2024-11-15,Beauty
O3705,B2448,S1031,1080.94,0.01,2025-01-09,Beauty
O3706,B2330,S1020,1203.23,0.19,2024-12-31,Fashion
O3707,B2322,S1045,1878.28,0.15,2024-12-31,Home & Kitchen
O3708,B2179,S1004,1377.28,0.16,2025-04-01,Grocery
O3709,B2189,S1005,1014.43,0.11,2024-10-03,Fashion
O3710,B2406,S1037,1638.38,0.02,2025-01-27,Grocery
O3711,B2153,S1021,1906.01,0.06,2025-01-12,Grocery
O3712,B2195,S1017,141.93,0.29,2025-05-17,Grocery
O3713,B2465,S1013,1966.79,0.12,2025-06-27,Fashion
O3714,B2310,S1009,263.65,0.14,2025-05-18,Grocery
O3715,B2261,S1045,1647.33,0.02,2025-04-24,Home & Kitchen
O3716,B2418,S1012,632.64,0.01,2024-09-16,Grocery
O3717,B2405,S1030,351.14,0.22,2025-03-25,Electronics
O3718,B2426,S1029,935.73,0.16,2024-08-14,Beauty
O3719,B2142,S1002,1323.52,0.15,2024-10-31,Electronics
O3720,B2341,S1029,823.81,0.07,2025-01-29,Beauty
O3721,B2315,S1005,203.67,0.22,2025-03-27,Fashion
O3722,B2100,S1028,1238.98,0.05,2025-03-15,Beauty
O3723,B2243,S1007,1814.57,0.06,2025-03-10,Electronics
O3724,B2489,S1043,828.11,0.14,2024-11-20,Fashion
O3725,B2011,S1044,511.03,0.09,2024-08-18,Fashion
O3726,B2238,S1042,940.9,0.07,2025-05-26,Beauty
O3727,B2048,S1043,191.89,0.19,2025-04-30,Fashion
O3728,B2041,S1032,1658.93,0.2,2024-10-12,Beauty
O3729,B2165,S1016,1670.05,0.25,2025-03-31,Beauty
O3730,B2081,S1047,1217.2,0.13,2024-11-10,Grocery
O3731,B2428,S1010,770.9,0.02,2024-10-08,Beauty
O3732,B2290,S1012,1619.59,0.08,2025-05-22,Grocery
O3733,B2157,S1049,1153.91,0.29,2024-09-28,Beauty
O3734,B2215,S1010,1669.27,0.18,2024-09-08,Beauty
O3735,B2489,S1030,1299.77,0.21,2024-07-22,Electronics
O3736,B2157,S1027,1590.37,0.0,2024-07-30,Fashion
O3737,B2461,S1043,1237.27,0.16,2024-10-16,Fashion
O3738,B2133,S1005,886.87,0.01,2025-01-13,Fashion
O3739,B2066,S1040,1920.1,0.17,2025-03-07,Beauty
O3740,B2335,S1015,1128.12,0.28,2025-06-08,Fashion
O3741,B2006,S1003,1249.67,0.29,2025-05-07,Grocery
O3742,B2435,S1034,518.93,0.16,2024-08-10,Electronics
O3743,B2013,S1047,1288.74,0.14,2025-01-05,Grocery
O3744,B2072,S1025,1186.05,0.28,2024-12-20,Electronics
O3745,B2398,S1011,451.19,0.2,2025-06-22,Electronics
O3746,B2404,S1010,213.22,0.02,2025-03-14,Beauty
O3747,B2162,S1036,1248.28,0.14,2025-02-21,Electronics
O3748,B2065,S1024,1551.02,0.07,2024-09-26,Home & Kitchen
O3749,B2346,S1017,1094.46,0.14,2025-04-17,Grocery
O3750,B2129,S1018,530.87,0.14,2025-04-09,Home & Kitchen
O3751,B2418,S1022,1366.39,0.17,2024-12-09,Beauty
O3752,B2465,S1037,252.2,0.11,2025-01-20,Grocery
O3753,B2205,S1017,939.48,0.05,2024-12-15,Grocery
O3754,B2275,S1025,410.4,0.15,2024-10-15,Electronics
O3755,B2465,S1005,450.47,0.25,2024-09-08,Fashion
O3756,B2255,S1003,484.36,0.2,2025-03-24,Grocery
O3757,B2265,S1043,834.74,0.1,2025-04-06,Fashion
O3758,B2024,S1028,197.19,0.28,2024-07-15,Beauty
O3759,B2449,S1033,855.81,0.27,2025-06-24,Home & Kitchen
O3760,B2280,S1016,1072.24,0.06,2025-04-30,Beauty
O3761,B2252,S1042,1018.26,0.01,2025-06-12,Beauty
O3762,B2309,S1042,827.29,0.22,2025-05-08,Beauty
O3763,B2288,S1015,1694.38,0.25,2025-06-21,Fashion
O3764,B2163,S1001,376.12,0.29,2024-08-23,Grocery
O3765,B2094,S1033,1060.82,0.27,2025-05-11,Home & Kitchen
O3766,B2269,S1007,217.88,0.18,2024-12-25,Electronics
O3767,B2320,S1012,235.2,0.16,2024-10-05,Grocery
O3768,B2109,S1041,1190.35,0.01,2024-09-19,Home & Kitchen
O3769,B2335,S1007,1175.44,0.07,2025-05-21,Electronics
O3770,B2309,S1029,1768.26,0.14,2025-04-09,Beauty
O3771,B2237,S1031,1159.96,0.19,2025-01-30,Beauty
O3772,B2380,S1035,1923.6,0.17,2025-01-09,Grocery
O3773,B2435,S1046,192.52,0.22,2024-08-01,Fashion
O3774,B2386,S1029,286.21,0.08,2025-02-14,Beauty
O3775,B2482,S1000,183.73,0.17,2024-10-17,Beauty
O3776,B2424,S1042,452.03,0.03,2025-07-04,Beauty
O3777,B2389,S1038,1128.41,0.12,2025-06-07,Home & Kitchen
O3778,B2024,S1016,1326.59,0.23,2024-08-29,Beauty
O3779,B2140,S1019,186.61,0.21,2025-01-06,Beauty
O3780,B2116,S1023,1897.34,0.3,2024-09-02,Home & Kitchen
O3781,B2481,S1049,1700.11,0.08,2025-05-20,Beauty
O3782,B2391,S1021,663.56,0.15,2025-01-09,Grocery
O3783,B2404,S1028,246.66,0.1,2025-03-29,Beauty
O3784,B2481,S1021,422.79,0.13,2025-02-04,Grocery
O3785,B2451,S1043,341.19,0.26,2025-02-15,Fashion
O3786,B2024,S1008,334.24,0.21,2025-03-01,Electronics
O3787,B2078,S1036,1085.27,0.26,2024-11-13,Electronics
O3788,B2067,S1009,567.11,0.06,2025-05-02,Grocery
O3789,B2172,S1035,780.47,0.26,2025-06-24,Grocery
O3790,B2443,S1036,1980.06,0.02,2024-12-31,Electronics
O3791,B2011,S1027,1400.2,0.27,2025-03-07,Fashion
O3792,B2287,S1027,1903.06,0.1,2025-05-25,Fashion
O3793,B2127,S1041,370.86,0.09,2025-04-18,Home & Kitchen
O3794,B2095,S1042,826.07,0.15,2025-06-24,Beauty
O3795,B2091,S1020,1153.99,0.28,2025-01-25,Fashion
O3796,B2140,S1023,245.84,0.01,2024-12-25,Home & Kitchen
O3797,B2030,S1041,107.96,0.11,2025-05-31,Home & Kitchen
O3798,B2333,S1039,1373.83,0.26,2025-06-30,Fashion
O3799,B2019,S1001,1319.46,0.12,2025-02-10,Grocery
O3800,B2145,S1007,880.5,0.06,2025-01-02,Electronics
O3801,B2476,S1047,1030.32,0.13,2025-06-26,Grocery
O3802,B2315,S1026,889.34,0.12,2024-09-12,Electronics
O3803,B2446,S1021,145.61,0.27,2025-04-27,Grocery
O3804,B2389,S1036,737.21,0.23,2025-06-12,Electronics
O3805,B2159,S1026,436.46,0.15,2025-01-13,Electronics
O3806,B2348,S1028,287.01,0.3,2025-01-03,Beauty
O3807,B2042,S1002,1917.77,0.14,2024-10-21,Electronics
O3808,B2253,S1043,1238.78,0.02,2025-04-30,Fashion
O3809,B2129,S1012,1484.45,0.08,2024-10-17,Grocery
O3810,B2059,S1044,699.19,0.13,2025-06-04,Fashion
O3811,B2150,S1009,846.98,0.05,2025-03-17,Grocery
O3812,B2466,S1035,550.16,0.28,2024-10-28,Grocery
O3813,B2286,S1008,284.23,0.23,2025-05-06,Electronics
O3814,B2498,S1026,440.16,0.08,2025-05-11,Electronics
O3815,B2004,S1033,1615.28,0.18,2025-01-31,Home & Kitchen
O3816,B2466,S1000,1387.34,0.22,2025-01-17,Beauty
O3817,B2417,S1031,1139.16,0.28,2025-03-13,Beauty
O3818,B2265,S1024,1002.67,0.26,2024-10-13,Home & Kitchen
O3819,B2344,S1028,1852.63,0.15,2024-10-27,Beauty
O3820,B2129,S1006,238.2,0.23,2024-12-30,Electronics
O3821,B2381,S1048,633.14,0.17,2024-08-12,Fashion
O3822,B2266,S1002,764.88,0.17,2025-04-16,Electronics
O3823,B2177,S1019,1586.61,0.03,2024-10-31,Beauty
O3824,B2252,S1019,1985.78,0.04,2024-10-12,Beauty
O3825,B2414,S1029,557.27,0.16,2024-10-26,Beauty
O3826,B2055,S1034,1761.18,0.08,2024-11-20,Electronics
O3827,B2462,S1034,1678.18,0.01,2024-11-14,Electronics
O3828,B2456,S1048,526.85,0.22,2025-06-24,Fashion
O3829,B2470,S1038,858.73,0.01,2025-02-07,Home & Kitchen
O3830,B2082,S1026,878.38,0.18,2024-08-13,Electronics
O3831,B2392,S1025,1958.62,0.16,2024-09-04,Electronics
O3832,B2098,S1013,443.69,0.29,2024-09-09,Fashion
O3833,B2148,S1016,1618.4,0.15,2024-10-10,Beauty
O3834,B2328,S1017,734.97,0.02,2024-12-08,Grocery
O3835,B2155,S1044,1488.65,0.17,2025-04-08,Fashion
O3836,B2189,S1028,898.02,0.25,2024-09-10,Beauty
O3837,B2493,S1019,1198.88,0.3,2025-04-13,Beauty
O3838,B2370,S1026,1681.96,0.13,2024-10-04,Electronics
O3839,B2262,S1017,1627.91,0.1,2024-08-06,Grocery
O3840,B2079,S1003,1746.2,0.27,2024-12-21,Grocery
O3841,B2399,S1000,213.27,0.06,2024-12-18,Beauty
O3842,B2251,S1049,1414.9,0.18,2024-11-18,Beauty
O3843,B2096,S1000,365.98,0.12,2025-02-08,Beauty
O3844,B2259,S1025,890.06,0.01,2025-01-09,Electronics
